"","Platform","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio2","BgRatio2","Enriched"
"79","MS","GO:0098609","Cell-cell adhesion","254/1576","436/3146",0.58256880733945,1.16291971312811,3.6717308727031,0.000143195409693471,0.00609214901240196,0.00555418837598525,"P02647/P00747/P06727/P02786/P00491/P02675/P61769/Q9Y490/Q15848/P05362/P18065/P02750/P07942/P05107/P26038/P35443/P08648/Q14517/P06702/P61981/P04156/P32119/O95497/P05109/P07359/P16109/P14923/P56199/P27487/O00299/Q9BYE9/P08567/P30101/P41240/P04083/P13598/P68871/P28906/P33151/P21291/Q16394/P08697/P42574/O15394/Q9NPG4/P32942/Q14126/Q08830/P00966/Q13201/P11684/Q02413/Q9H4B7/O00151/O15031/Q8TDY8/P16581/P35247/Q15465/P17301/P23435/Q14314/Q06141/P62937/Q96AP7/Q8IWV2/Q12864/Q9NPY3/P01040/Q14515/Q13797/Q14623/P01137/P04216/Q7Z3B1/Q96KG7/P31146/P20036/P15924/P17927/P04792/O00241/P61026/P21926/Q9NZ53/P35579/P31949/P61586/Q13418/O43639/P01903/P19022/P13501/P09382/P17931/O94933/Q9NUQ9/P40189/P18054/P12830/P41159/P98172/P49747/P15311/P52799/P08311/P78504/P46531/O00585/P02671/Q06418/Q9GZX9/Q5VY43/P01911/P06280/P05556/Q86SJ2/O94985/Q8NFZ8/P49593/Q96JQ0/P60033/Q15517/P48745/Q9Y6C2/O75581/Q9Y275/P21589/Q8N0V5/Q30154/Q92854/Q9NT99/P05106/P31947/Q15223/P17252/P60709/P21333/Q9BY67/P18206/P20138/P02679/Q86UX7/P22105/Q9HCN6/P55290/P19320/Q8NHL6/Q8N423/Q12860/P10586/P23468/O76074/Q92859/Q13308/P16871/Q9H4X1/P14151/O75144/Q08554/Q92692/Q02487/Q13740/P10721/P48059/Q0ZGT2/P32004/Q96HC4/Q96RW7/P28827/P00533/Q16539/P12931/Q9NPH3/P11215/P17693/P08174/Q9H251/Q9Y6N7/P08514/Q9HC56/P01344/P21583/Q6ZMI3/Q86YT9/P16070/P08575/Q15375/P06756/P19256/P37173/Q9NNX6/Q9HCL0/Q8TDQ0/Q8WZ75/Q9H159/Q9UIB8/Q8NDA2/Q14956/P16284/P07911/P13688/Q92823/Q4KMG0/Q9Y279/Q9UN70/Q9ULB1/Q9Y4C0/P20701/P29350/Q9HBB8/Q14242/P14209/Q7Z5N4/Q08174/P55285/Q16787/Q03405/P07093/P78324/P07355/P05019/P15153/P08887/Q6V0I7/P35241/Q14574/Q13477/P51452/Q96GP6/O60245/P55287/Q9BXJ1/P62136/Q5ZPR3/O00592/Q9NQS3/Q9UKX5/P23229/P98161/Q5JRA6/Q92598/P15529/P05089/O14917/P10644/O95633/P02549/Q9UDY2/P04626/Q13976/P04233/Q06124/P22223",254,0.161167512690355,0.13858868404323,"MS"
"80","MS","GO:0019915","Lipid storage","29/1576","36/3146",0.805555555555556,1.60804427523971,3.67574068279948,0.000151250276572202,0.00617534468935691,0.00563003754857357,"P01024/P02647/P04114/P02649/P02741/P07686/Q9Y5C1/P55056/Q9H4M9/P17900/P22413/P61916/P06858/P06865/Q7Z3B1/P41159/Q9UHD4/P06280/A5D6W6/P05106/P06756/P23141/P04062/P38571/P16671/O60664/Q9NZC2/P21757/Q8TAG5",29,0.0184010152284264,0.0114431023521933,"MS"
"81","MS","GO:0006458","'De novo' protein folding","23/1576","27/3146",0.851851851851852,1.70046061289716,3.66181601525965,0.000152500330025773,0.00617534468935691,0.00563003754857357,"O75356/P17987/P11021/P48643/P11142/O14656/P48723/P62942/P78371/O14657/P49368/O60613/Q9NYU2/P17066/P0DMV8/Q15185/Q99832/P40227/P50502/P50990/Q92598/P50991/P04233",23,0.0145939086294416,0.00858232676414495,"MS"
"82","MS","GO:0042743","Hydrogen peroxide metabolic process","23/1576","27/3146",0.851851851851852,1.70046061289716,3.66181601525965,0.000152500330025773,0.00617534468935691,0.00563003754857357,"P06727/P69905/P04040/P32119/P22352/Q06830/P68871/Q99497/P07203/P00738/Q92626/Q13162/P00441/P10599/P02042/P30044/P37840/P05164/P00533/P04179/P15153/P69891/P30048",23,0.0145939086294416,0.00858232676414495,"MS"
"83","MS","GO:0043277","Apoptotic cell clearance","23/1576","27/3146",0.851851851851852,1.70046061289716,3.66181601525965,0.000152500330025773,0.00617534468935691,0.00563003754857357,"P01024/O75636/P0C0L5/Q07954/P06681/Q12866/P07996/P04083/Q96KG7/Q15485/O00602/Q06418/Q5VY43/P21980/P05106/P0C0L4/P06756/Q96H15/Q9UEW3/Q14393/P30530/P16671/Q9NZC2",23,0.0145939086294416,0.00858232676414495,"MS"
"84","MS","GO:0009132","Nucleoside diphosphate metabolic process","36/1576","47/3146",0.765957446808511,1.52899881196674,3.66042440971919,0.000164572558293936,0.00658486152887999,0.00600339244603569,"P18669/P05062/O75356/P07738/P12109/P06744/P04075/Q9UKK9/P09972/P00568/P06733/P04406/P09467/P36871/P09104/P21695/P56537/P21589/P00558/P30613/P14618/P12931/P00338/P60174/Q00013/P30085/P05019/P17612/P38571/Q01813/P54819/P02730/P05067/P19367/Q9UDY2/P06213",36,0.0228426395939086,0.0149396058486968,"MS"
"85","MS","GO:0006022","Aminoglycan metabolic process","41/1576","55/3146",0.745454545454545,1.48807106598985,3.65808261863093,0.000166752484685619,0.00659358942386312,0.00601134963368218,"P19823/P54802/P19827/P04066/Q8WWQ8/P07686/Q8NFL0/Q9Y5Y7/Q16394/O43505/P36222/Q7LGC8/Q7Z7M8/Q9NRB3/P01137/P06865/Q01459/Q9Y274/P98066/Q9NX62/Q7Z7M9/Q14624/O94923/Q7LFX5/Q11201/Q8WUJ3/P22304/Q96PD5/O75594/Q8N0V5/P52848/Q06033/Q00610/Q9NY97/Q93063/P08236/P16070/Q9Y251/Q13231/Q12794/P01127",41,0.0260152284263959,0.0174825174825175,"MS"
"86","MS","GO:0032963","Collagen metabolic process","39/1576","52/3146",0.75,1.49714467005076,3.62128670374939,0.000193520538344609,0.00756305266716546,0.00689520547271917,"P54802/P00734/P01034/P02452/P07858/Q15113/Q9UBG0/P08670/P08697/P12109/P14780/P17301/P08254/P24158/Q14623/P01137/Q12884/P08253/P08123/P22894/Q92876/P25774/O60568/P46531/P24347/P05556/P07478/Q99542/P07711/Q9Y6C2/P22105/Q9H4X1/P17813/P30044/P12955/P55083/P08887/P20908/Q13444",39,0.024746192893401,0.0165289256198347,"MS"
"87","MS","GO:0015918","Sterol transport","32/1576","41/3146",0.780487804878049,1.55800420948372,3.60277554821902,0.000207357624936408,0.00791964747058259,0.00722031155729526,"P02647/P04114/P06727/P02652/P27169/P02649/Q15848/O95445/Q07954/P04180/P02654/P02655/P02656/P11150/P11597/Q8NBP7/Q6Q788/Q15465/P61916/Q8WUA8/Q9Y5X9/Q9NVJ2/P55058/P10909/P48426/P23141/P07355/P01130/P38571/P16671/Q9NZC2/P21757",32,0.0203045685279188,0.0130324221233312,"MS"
"88","MS","GO:0030301","Cholesterol transport","32/1576","41/3146",0.780487804878049,1.55800420948372,3.60277554821902,0.000207357624936408,0.00791964747058259,0.00722031155729526,"P02647/P04114/P06727/P02652/P27169/P02649/Q15848/O95445/Q07954/P04180/P02654/P02655/P02656/P11150/P11597/Q8NBP7/Q6Q788/Q15465/P61916/Q8WUA8/Q9Y5X9/Q9NVJ2/P55058/P10909/P48426/P23141/P07355/P01130/P38571/P16671/Q9NZC2/P21757",32,0.0203045685279188,0.0130324221233312,"MS"
"89","MS","GO:0009259","Ribonucleotide metabolic process","66/1576","97/3146",0.680412371134021,1.35823433983987,3.59015314439078,0.000214797916233943,0.00797373424309719,0.00726962225579978,"P00491/P18669/P05062/P00492/O75356/P62826/P01160/P49773/P07738/P12109/P06744/P22413/P04075/Q9UKK9/P11142/P55072/P09972/P00568/P01137/P06733/P04406/P09467/P36871/Q96IU4/Q12882/P09104/P21695/P32320/P12883/O76031/O14638/P07741/Q13232/P50583/P56537/P21589/O95989/P38606/O15067/P00558/P0DMV8/O76074/P31939/P30613/P14618/P12931/P00338/P60174/P50225/Q00013/P15531/Q9NTK5/O00429/P30085/P05019/P17612/P38571/Q01813/P54819/P02730/P05067/Q9NZC2/Q02108/P19367/Q9UDY2/P06213",66,0.0418781725888325,0.0308328035600763,"MS"
"90","MS","GO:0070085","Glycosylation","42/1576","57/3146",0.736842105263158,1.47087897408496,3.5939859707895,0.000215866059774859,0.00797373424309719,0.00726962225579978,"Q16706/P33908/Q86SF2/O75356/Q8NFL0/P15907/Q10471/Q16394/Q92187/O43505/O75503/Q09328/Q7Z7M8/Q9NSC7/Q8NCL4/Q14165/Q10469/Q9Y274/Q7Z7M9/P26572/Q11201/Q9UKM7/Q09327/O60568/O75752/Q10472/P49641/Q9NR34/Q8N0V5/Q8WZA1/Q495W5/Q9NYU2/P15291/Q9NY97/Q93063/A2VDF0/Q9P2X0/Q4G148/Q86SR1/P04062/Q13724/Q9UK23",42,0.0266497461928934,0.0181182453909727,"MS"
"91","MS","GO:0044403","Biological process involved in symbiotic interaction","88/1576","135/3146",0.651851851851852,1.30122203421696,3.58374292714167,0.000215891049128784,0.00797373424309719,0.00726962225579978,"P00734/P00747/P06396/P02786/O75636/P02649/P05362/P23142/P04196/P23528/P02743/P11717/P08648/P07858/P11226/P15144/Q9BXR6/P23284/P27487/P07237/P36980/P08238/P07203/Q14118/P22897/Q03591/Q9NSC7/P17980/P11142/P17301/P62937/P49327/P02538/P09529/O14786/P07333/P04406/P17927/O00602/P02776/P49913/Q9BTY2/P13501/P09382/P11279/P51149/P81605/P52799/P08311/Q06418/P01911/P05556/Q9NVJ2/O75116/P60033/P07711/Q96PD5/O75594/P26022/Q16531/P05106/P29508/Q15223/P02788/P08195/P0DMV8/O14791/Q92692/P13591/P00533/P12931/P08174/P06756/Q9NNX6/Q9NP55/P20023/Q12906/Q14242/Q14393/P17405/P30530/P01130/Q9NQS3/P15529/P05089/P35613/P06213/P04233",88,0.0558375634517767,0.0429116338207247,"MS"
"92","MS","GO:0034367","Protein-containing complex remodeling","20/1576","23/3146",0.869565217391304,1.73581990730523,3.54803638181958,0.00024144018209386,0.00863277076614324,0.00787046327071924,"P02647/P04114/P06727/P02652/P01019/P02649/O95445/P04180/Q13093/P02654/P02655/P02656/P11150/P11597/Q6Q788/P06858/Q9Y5X9/P55058/P05164/P29122",20,0.0126903553299492,0.00731087094723458,"MS"
"93","MS","GO:0034368","Protein-lipid complex remodeling","20/1576","23/3146",0.869565217391304,1.73581990730523,3.54803638181958,0.00024144018209386,0.00863277076614324,0.00787046327071924,"P02647/P04114/P06727/P02652/P01019/P02649/O95445/P04180/Q13093/P02654/P02655/P02656/P11150/P11597/Q6Q788/P06858/Q9Y5X9/P55058/P05164/P29122",20,0.0126903553299492,0.00731087094723458,"MS"
"94","MS","GO:0034369","Plasma lipoprotein particle remodeling","20/1576","23/3146",0.869565217391304,1.73581990730523,3.54803638181958,0.00024144018209386,0.00863277076614324,0.00787046327071924,"P02647/P04114/P06727/P02652/P01019/P02649/O95445/P04180/Q13093/P02654/P02655/P02656/P11150/P11597/Q6Q788/P06858/Q9Y5X9/P55058/P05164/P29122",20,0.0126903553299492,0.00731087094723458,"MS"
"95","MS","GO:0016125","Sterol metabolic process","35/1576","46/3146",0.760869565217391,1.51884241889208,3.55117561282268,0.00025625365512014,0.00906091810535737,0.00826080352172608,"P02647/P04114/P06727/P02652/P27169/P02649/P04180/P02654/Q9Y5C1/P04040/Q13790/P11150/P11597/Q8NBP7/Q6Q788/P61916/P28482/Q8WUA8/P41159/Q15126/P53396/P11413/O14791/P48357/P98155/P23141/P17405/P14324/P01130/P17612/P04062/P38571/Q0VD83/P05067/P00387",35,0.0222081218274112,0.0146217418944692,"MS"
"96","MS","GO:0006957","Complement activation, alternative pathway","15/1576","16/3146",0.9375,1.87143083756345,3.50073593158969,0.000258806348739752,0.00906091810535737,0.00826080352172608,"P01024/P08603/P00751/P07358/P02748/P00746/P07357/P10643/P01031/P07360/Q9BXR6/P27918/P17927/P20023/Q9Y279",15,0.00951776649746193,0.00508582326764145,"MS"
"97","MS","GO:0071825","Protein-lipid complex organization","22/1576","26/3146",0.846153846153846,1.68908629441624,3.53444798194868,0.000262848541902664,0.00910756648798819,0.00830333266932887,"P02647/P04114/P06727/P02652/P01019/P02649/O95445/P04180/Q13093/P02654/P02655/P02656/P11150/P11597/Q6Q788/P06858/Q9Y5X9/Q9UHD4/P55058/P05164/P29122/P17612",22,0.0139593908629442,0.00826446280991736,"MS"
"98","MS","GO:0006094","Gluconeogenesis","24/1576","29/3146",0.827586206896552,1.6520217048836,3.53371285263114,0.000267978940455485,0.00919058386602945,0.00837901928749643,"P18669/P02753/Q15848/P05062/P26927/P24298/P06744/P17174/P09972/P06733/P09467/A6NDG6/P36871/P41159/P09104/P21695/P01275/Q16531/P00558/P48357/Q9BXJ4/P60174/P17612/Q15043",24,0.0152284263959391,0.00921805467260013,"MS"
"99","MS","GO:0009261","Ribonucleotide catabolic process","36/1576","48/3146",0.75,1.49714467005076,3.47697289314618,0.000343129802561752,0.0116490834990914,0.0106204237666907,"P00491/P18669/P05062/P00492/O75356/P49773/P07738/P12109/P06744/P04075/P09972/P06733/P04406/P09467/P36871/Q12882/P09104/P21695/P56537/P21589/O95989/P00558/O76074/P30613/P14618/P12931/P00338/P60174/P05019/P17612/P38571/Q01813/P02730/P05067/P19367/P06213",36,0.0228426395939086,0.0152574698029243,"MS"
"100","MS","GO:0006457","Protein folding","63/1576","93/3146",0.67741935483871,1.35225970198133,3.45445580399732,0.000361626500668878,0.0120636732104697,0.0109984035815398,"P61769/P02743/P34932/O75356/P23284/P45877/P01160/P30101/P17987/P07237/P11021/Q9BS26/P27797/P13667/O00391/P08238/P48643/P14625/Q9Y4L1/P11142/P18850/Q13162/Q8NBS9/P62937/O75347/P49257/Q6ZRP7/P04792/O14656/P48723/Q9NZD4/P62942/Q9H173/O76031/P78371/O14657/P49368/P26885/P30040/Q14696/O60613/Q16543/P10909/Q9NYU2/P17066/P0DMV8/Q15185/P07900/Q99832/P40227/P28799/P07911/P27824/Q15084/P50502/Q12931/Q13724/P50990/Q8N2S1/Q92598/P50991/Q99426/P04233",63,0.0399746192893401,0.0295613477431659,"MS"
"101","MS","GO:0016339","Calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","17/1576","19/3146",0.894736842105263,1.78606732567459,3.44279536433994,0.00036252037913045,0.0120636732104697,0.0109984035815398,"P16109/P33151/Q9NPG4/Q02413/Q12864/P19022/P12830/Q96JQ0/P55290/P14151/Q9H251/Q9H159/Q9UN70/Q9ULB1/P55285/P55287/P22223",17,0.0107868020304569,0.00603941513032422,"MS"
"102","MS","GO:0006486","Protein glycosylation","39/1576","53/3146",0.735849056603774,1.46889665740829,3.44876590910668,0.000381437644239096,0.0124467176921126,0.0113476237340829,"Q16706/P33908/Q86SF2/O75356/Q8NFL0/P15907/Q10471/Q16394/Q92187/O43505/Q09328/Q7Z7M8/Q9NSC7/Q8NCL4/Q14165/Q10469/Q9Y274/Q7Z7M9/P26572/Q11201/Q9UKM7/Q09327/O60568/O75752/Q10472/P49641/Q9NR34/Q8N0V5/Q8WZA1/Q495W5/Q9NYU2/P15291/Q9NY97/Q93063/Q9P2X0/Q4G148/Q86SR1/Q13724/Q9UK23",39,0.024746192893401,0.0168467895740623,"MS"
"103","MS","GO:0043413","Macromolecule glycosylation","39/1576","53/3146",0.735849056603774,1.46889665740829,3.44876590910668,0.000381437644239096,0.0124467176921126,0.0113476237340829,"Q16706/P33908/Q86SF2/O75356/Q8NFL0/P15907/Q10471/Q16394/Q92187/O43505/Q09328/Q7Z7M8/Q9NSC7/Q8NCL4/Q14165/Q10469/Q9Y274/Q7Z7M9/P26572/Q11201/Q9UKM7/Q09327/O60568/O75752/Q10472/P49641/Q9NR34/Q8N0V5/Q8WZA1/Q495W5/Q9NYU2/P15291/Q9NY97/Q93063/Q9P2X0/Q4G148/Q86SR1/Q13724/Q9UK23",39,0.024746192893401,0.0168467895740623,"MS"
"104","MS","GO:0009154","Purine ribonucleotide catabolic process","34/1576","45/3146",0.755555555555556,1.50823463056966,3.43999834096208,0.000396492179420079,0.0128135597599124,0.0116820722094317,"P00491/P18669/P05062/P00492/P49773/P07738/P12109/P06744/P04075/P09972/P06733/P04406/P09467/P36871/P09104/P21695/P56537/P21589/O95989/P00558/O76074/P30613/P14618/P12931/P00338/P60174/P05019/P17612/P38571/Q01813/P02730/P05067/P19367/P06213",34,0.0215736040609137,0.0143038779402416,"MS"
"105","MS","GO:0007156","Homophilic cell adhesion via plasma membrane adhesion molecules","51/1576","73/3146",0.698630136986301,1.39460051456783,3.41724724806496,0.000422431220794604,0.0134556411825906,0.0122674553258026,"Q14517/Q9BYE9/P33151/Q9NPG4/Q14126/Q02413/O15031/Q96AP7/Q8IWV2/Q12864/P19022/P12830/P05556/Q86SJ2/O94985/Q8NFZ8/Q96JQ0/Q15223/Q9BY67/P55290/Q13308/Q08554/Q92692/Q02487/Q0ZGT2/P32004/Q96RW7/P28827/Q9H251/Q9Y6N7/Q9HC56/Q9HCL0/Q8WZ75/Q9H159/Q9UIB8/Q8NDA2/P16284/P13688/Q9UN70/Q9HBB8/Q7Z5N4/Q08174/P55285/Q6V0I7/Q14574/O60245/P55287/Q9NQS3/P98161/O14917/P22223",51,0.0323604060913706,0.0232040686586141,"MS"
"106","MS","GO:0051149","Positive regulation of muscle cell differentiation","19/1576","22/3146",0.863636363636364,1.7239847715736,3.41368830536552,0.000424367142325083,0.0134556411825906,0.0122674553258026,"P07942/P24043/O95897/P11047/Q04721/Q15465/P55268/O95967/P01137/Q14012/P52799/O95393/P46531/P14543/P17813/P10721/Q16539/P04179/P05019",19,0.0120558375634518,0.00699300699300699,"MS"
"107","MS","GO:0034381","Plasma lipoprotein particle clearance","25/1576","31/3146",0.806451612903226,1.60983297854921,3.41823040687384,0.000430750789761323,0.0135304056484842,0.012335617796313,"P02647/P04114/P02652/P02649/Q15848/P80108/O95445/P02654/P02655/P02656/P41240/Q9H4M9/P11150/Q8NBP7/Q9Y5X9/Q6UWW8/Q9Y2B0/P61978/P98155/P07355/P01130/P38571/P16671/Q9NZC2/P21757",25,0.0158629441624365,0.00985378258105531,"MS"
"108","MS","GO:0033344","Cholesterol efflux","21/1576","25/3146",0.84,1.67680203045685,3.40348137401339,0.000450192129912301,0.0140101458206967,0.0127729950309426,"P02647/P04114/P06727/P02652/P27169/P02649/Q15848/O95445/Q07954/P02654/P02655/P02656/P11597/Q6Q788/Q15465/P61916/Q8WUA8/P55058/P23141/P38571/Q9NZC2",21,0.0133248730964467,0.00794659885568976,"MS"
"109","MS","GO:0050766","Positive regulation of phagocytosis","32/1576","42/3146",0.761904761904762,1.52090887116268,3.40458473644038,0.000455033114188409,0.0140308834567637,0.0127919014524622,"P01024/P02647/P02765/P02652/O75636/P0C0L5/P06681/P11226/Q12866/Q12907/P27797/P27918/P11142/P35247/P17301/Q9Y6Z7/P00441/Q15485/O00602/O00241/P26022/Q9BWP8/P0C0L4/P08575/P12318/Q12913/Q14393/P78324/Q06187/Q8NEU8/P16671/Q9NZC2",32,0.0203045685279188,0.0133502860775588,"MS"
"110","MS","GO:0008228","Opsonization","14/1576","15/3146",0.933333333333333,1.86311336717428,3.35668465829156,0.00048826564030563,0.0141969156220573,0.0129432723267852,"P04003/O75636/P0C0L5/P02741/P11226/P18428/P27918/Q9Y6Z7/Q15485/O00602/Q9BUD6/P26022/P20851/Q9BWP8",14,0.00888324873096447,0.00476795931341386,"MS"
"111","MS","GO:0043171","Peptide catabolic process","14/1576","15/3146",0.933333333333333,1.86311336717428,3.35668465829156,0.00048826564030563,0.0141969156220573,0.0129432723267852,"Q07075/P15144/Q9Y646/Q9UKU6/P09668/O14773/P08473/Q76LX8/P09960/P55786/Q6P179/Q9NZ08/P42892/P12821",14,0.00888324873096447,0.00476795931341386,"MS"
"112","MS","GO:0072378","Blood coagulation, fibrin clot formation","14/1576","15/3146",0.933333333333333,1.86311336717428,3.35668465829156,0.00048826564030563,0.0141969156220573,0.0129432723267852,"P00451/P02749/P02675/P00488/P23142/P05160/P00748/P07359/P40197/P02671/P05106/P21333/P02679/P13224",14,0.00888324873096447,0.00476795931341386,"MS"
"113","MS","GO:0001867","Complement activation, lectin pathway","11/1576","11/3146",1,1.99619289340102,3.31558078834187,0.000489985781659818,0.0141969156220573,0.0129432723267852,"P01023/O75636/P04264/P48740/P11226/O00187/Q9Y6Z7/Q15485/O00602/P05155/Q9BWP8",11,0.00697969543147208,0.0034965034965035,"MS"
"114","MS","GO:0034370","Triglyceride-rich lipoprotein particle remodeling","11/1576","11/3146",1,1.99619289340102,3.31558078834187,0.000489985781659818,0.0141969156220573,0.0129432723267852,"P02647/P06727/P02652/P02649/P04180/P02655/P02656/P11150/P11597/Q6Q788/P06858",11,0.00697969543147208,0.0034965034965035,"MS"
"115","MS","GO:0034372","Very-low-density lipoprotein particle remodeling","11/1576","11/3146",1,1.99619289340102,3.31558078834187,0.000489985781659818,0.0141969156220573,0.0129432723267852,"P02647/P06727/P02652/P02649/P04180/P02655/P02656/P11150/P11597/Q6Q788/P06858",11,0.00697969543147208,0.0034965034965035,"MS"
"116","MS","GO:0034377","Plasma lipoprotein particle assembly","11/1576","11/3146",1,1.99619289340102,3.31558078834187,0.000489985781659818,0.0141969156220573,0.0129432723267852,"P02647/P04114/P06727/P02652/P02649/O95445/P04180/P02654/P02656/Q9UHD4/P17612",11,0.00697969543147208,0.0034965034965035,"MS"
"117","MS","GO:0009150","Purine ribonucleotide metabolic process","62/1576","92/3146",0.673913043478261,1.34526042816155,3.36701310971005,0.000500295161151778,0.0143717268088131,0.0131026470005652,"P00491/P18669/P05062/P00492/P62826/P01160/P49773/P07738/P12109/P06744/P22413/P04075/Q9UKK9/P11142/P55072/P09972/P00568/P01137/P06733/P04406/P09467/P36871/Q96IU4/P09104/P21695/P12883/O76031/O14638/P07741/Q13232/P50583/P56537/P21589/O95989/P38606/O15067/P00558/P0DMV8/O76074/P31939/P30613/P14618/P12931/P00338/P60174/P50225/Q00013/P15531/Q9NTK5/O00429/P05019/P17612/P38571/Q01813/P54819/P02730/P05067/Q9NZC2/Q02108/P19367/Q9UDY2/P06213",62,0.0393401015228426,0.0292434837889383,"MS"
"118","MS","GO:0051702","Biological process involved in interaction with symbiont","30/1576","39/3146",0.769230769230769,1.53553299492386,3.37121550446646,0.000517789349606959,0.014748220373127,0.0134458947074564,"P00734/P00747/P02649/P04196/P23528/P02743/P11717/P11226/Q9BXR6/P23284/P36980/P07203/Q03591/Q9NSC7/P17980/P11142/P49327/P07333/P04406/P02776/P49913/P13501/P81605/P08311/O75116/P26022/Q16531/P02788/O14791/P05089",30,0.0190355329949239,0.012396694214876,"MS"
"119","MS","GO:1901137","Carbohydrate derivative biosynthetic process","94/1576","148/3146",0.635135135135135,1.26785224310605,3.34386654606085,0.000524323677022594,0.0148088393148986,0.0135011607590692,"P00491/Q16706/P33908/P14550/P00492/Q86SF2/O75356/Q8NFL0/P01160/Q9Y287/Q00796/P15907/Q10471/Q16394/Q92187/P06744/O43505/Q09328/Q7LGC8/P04075/Q7Z7M8/Q9NSC7/Q8NCL4/Q14165/Q16880/Q9NRB3/P55072/Q96G03/P00568/Q9UBQ6/P01137/P06865/Q10469/P06733/Q9Y274/Q9NZK5/Q7Z7M9/O94923/P26572/Q7LFX5/Q11201/Q9UKM7/Q09327/O60568/Q8WUJ3/O43529/O00585/O75752/P32320/Q10472/P07741/Q13232/P49641/Q9NR34/P50583/Q7Z4W1/P21589/Q8N0V5/Q8WZA1/P38606/P52848/O15067/P46926/Q495W5/Q9NYU2/P11413/Q00610/P15291/Q9NY97/Q93063/P29401/P31939/Q16851/Q9Y2S2/P60174/Q9P2X0/Q8WVQ1/P15531/Q92542/P30085/P05019/Q4G148/P06737/Q86SR1/Q13126/P38571/Q13724/Q9UK23/P54819/Q9NZC2/Q02108/P19367/P60891/P01127",94,0.0596446700507614,0.0470438652256834,"MS"
"120","MS","GO:0045861","Negative regulation of proteolysis","86/1576","134/3146",0.641791044776119,1.2811387226305,3.33184038500258,0.000551785966079328,0.0154546052666052,0.0140899030461134,"P20742/P02760/P19823/P00734/P01011/P01008/P01023/P05546/P08185/P36955/P19827/P29622/P01009/Q9UK55/P05543/P01034/Q96IY4/Q07954/P04004/P01042/Q6UXB8/P01033/P04156/Q9UGM5/P20827/P05154/P07996/Q86U17/P35237/P08697/Q99497/P08238/P07203/P14780/P16035/P27930/P16444/Q15465/P30086/P01040/Q9UBR2/Q92530/P04406/P17927/P30740/P54764/O95980/Q14624/P12111/Q15828/P04080/O94898/Q8TEU8/P10646/P50453/P60520/Q13177/P03973/Q9BS40/P05120/P01036/P00995/P07148/P13716/P29508/Q6YHK3/P05155/Q16610/Q06033/P02788/P20810/Q14508/O43278/P37840/P12931/P05121/P16070/O95428/P54578/Q03405/Q14393/P07093/Q96P63/P05067/Q92896/P45974",86,0.0545685279187817,0.0425937698664971,"MS"
"121","MS","GO:0006163","Purine nucleotide metabolic process","78/1576","120/3146",0.65,1.29752538071066,3.32903825677725,0.000562288645846418,0.0154905913007362,0.0141227113723807,"P00491/P18669/P05062/P00492/P62826/P01160/P49773/P07195/O75874/O95336/P07738/P12109/P06744/P22413/P04075/Q9UKK9/P11142/P55072/P09972/P00568/P01137/P06733/P48163/P04406/P09467/P36959/P49247/P36871/Q96IU4/P09104/P21695/P12883/O76031/O14638/P07741/Q13232/P50583/Q7Z4W1/P56537/P21589/O95989/P38606/O15067/P00558/P11413/P0DMV8/P40925/O76074/O95479/P29401/P31939/P30044/P30613/P14618/P12931/P00338/P52209/P60174/P37837/P50225/Q00013/P15531/Q9NTK5/O00429/P05019/P17612/Q6XQN6/P38571/Q01813/P54819/P02730/P05067/Q9NZC2/Q02108/P19367/P60891/Q9UDY2/P06213",78,0.049492385786802,0.0381436745073109,"MS"
"122","MS","GO:0098742","Cell-cell adhesion via plasma-membrane adhesion molecules","78/1576","120/3146",0.65,1.29752538071066,3.32903825677725,0.000562288645846418,0.0154905913007362,0.0141227113723807,"P02647/Q15848/P05362/P05107/P08648/Q14517/P16109/Q9BYE9/P33151/Q9NPG4/Q14126/Q02413/O15031/P16581/P23435/Q06141/Q96AP7/Q8IWV2/Q12864/Q14515/P19022/O94933/P12830/P05556/Q86SJ2/O94985/Q8NFZ8/Q96JQ0/Q9NT99/Q15223/Q9BY67/P55290/P19320/P10586/P23468/Q13308/P14151/Q08554/Q92692/Q02487/Q13740/Q0ZGT2/P32004/Q96RW7/P28827/Q16539/Q9NPH3/P11215/Q9H251/Q9Y6N7/Q9HC56/Q86YT9/P37173/Q9NNX6/Q9HCL0/Q8WZ75/Q9H159/Q9UIB8/Q8NDA2/P16284/P07911/P13688/Q9UN70/Q9ULB1/P20701/Q9HBB8/Q7Z5N4/Q08174/P55285/Q6V0I7/Q14574/Q96GP6/O60245/P55287/Q9NQS3/P98161/O14917/P22223",78,0.049492385786802,0.0381436745073109,"MS"
"123","MS","GO:0019882","Antigen processing and presentation","38/1576","52/3146",0.730769230769231,1.45875634517767,3.34165958750582,0.000571554040059529,0.015617830314147,0.0142387146821848,"P61769/P05362/P30101/P07996/P07339/Q06323/Q16394/P27797/Q14314/P20036/Q9UBX1/P61026/P09668/P01903/P29017/P25774/Q99538/P42768/O00585/P01889/P01911/P13284/Q9NVJ2/P07711/Q30154/Q8N423/Q6P179/Q9NZ08/P12821/P10321/P17693/Q15286/Q9NNX6/P28062/P04062/P20340/Q9NZC2/P04233",38,0.0241116751269036,0.0165289256198347,"MS"
